Nit,Fecha Corte,Punto Entrada,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,"Inversiones en subsidiarias, negocios conjuntos y asociadas",Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Patrimonio total,Total de patrimonio y pasivos
800127132,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2651587,18900790,16927195,,,,,,38479572,,38479572,,14140607,,,,,,15548847,,1774303,,212501,,,31676258,70155830,,1149703,1149703,6731868,2542762,,,10424333,,10424333,,21884,21884,,2051681,,,,2073565,12497898,1998548,17247094,,,,,5818523,32593767,57657932,70155830
800127132,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3484761,15107953,32144722,,,,,,50737436,,50737436,,13757193,,,,,,9001937,,1134173,,212501,,,24105804,74843240,,3309238,3309238,5808204,3782773,,,12900215,,12900215,,70874,70874,,1822629,,,,1893503,14793718,1998548,17247094,,,,,5818523,34985357,60049522,74843240
830058632,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,100,,,1211,,,,,1311,,1311,,,,,,162346633,,,,,,,,,162346633,162347944,,,,30875,13,,,30888,,30888,,,,132414,,,,,132414,163302,6944303,95112114,,,,179985784,41555887,-161413446,162184642,162347944
830058632,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,100,,,1211,,,,,1311,,1311,,,,,,44945071,,,,,,,,,44945071,44946382,,,,32191,0,,,32191,,32191,,,,102229,,,,,102229,134420,6944303,95112114,,,,80550977,41555887,-179351319,44811962,44946382
830031632,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,69059,4429107,2578557,1511008,,2583032,31458,,11202221,,11202221,,21441094,,3718073,,,,,,1007639,,211549,,,26378355,37580576,340834,,340834,6311581,94087,1256533,62847,8065882,,8065882,,,,,2184353,,19338828,,21523181,29589063,1884520,,,,,3657367,1079718,1369908,7991513,37580576
830031632,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1734191,4817645,3481090,2793270,,367041,30918,,13224155,,13224155,,22534021,,4276900,,,,,,501670,,223339,,,27535930,40760085,322034,,322034,9824777,591355,868140,138949,11745255,,11745255,,,,,2798744,,16898576,,19697320,31442575,2584520,,,,,5082103,431739,1219148,9317510,40760085
860532426,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,3581745,9467152,,280618,,,,,13329515,,13329515,,21783,,456132,4339007,4388115,,,,105404,,,45025,,9355466,22684981,733864,,733864,5084105,242723,7131,10027644,16095467,,16095467,,,,3730000,,,,663370,4393370,20488837,110000,,,,,,1127160,958984,2196144,22684981
860532426,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,7045592,6148473,,672822,,,,,13866887,,13866887,,16265,,395719,3440727,3934556,,,,222880,,,40136,,8050283,21917170,763048,,763048,3211725,350898,,9986149,14311820,,14311820,,,,4062188,,,,680756,4742944,19054764,110000,,,,,,1748704,1003702,2862406,21917170
800153832,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,815998,2382223,9784781,1036091,,,,,14019093,,14019093,,7802301,,,1357892,,,1147039,,,,25854,,,10333086,24352179,,16962,16962,4800204,726955,1095701,778991,7418813,,7418813,336357,,336357,,479319,,2235496,,3051172,10469985,2310375,4354507,,,3660287,1419125,533011,1604889,13882194,24352179
800153832,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,348460,1379099,11125485,714963,,,,,13568007,,13568007,,7679907,,,1510222,,,1433448,,,,71194,,,10694771,24262778,,38781,38781,3713430,591684,2108782,102989,6555666,,6555666,322487,,322487,83018,532052,,2450163,,3387720,9943386,2310375,4354507,,,3534369,882167,533011,2704963,14319392,24262778
806004930,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,144509,4894339,2226404,299271,,,,,7564523,,7564523,23241048,28058836,,2415,,4712992,,55948935,,1486687,,,,,113450913,121015436,263233,,263233,16292173,156595,0,9969205,26681206,,26681206,,,,10304082,,,66702756,1181000,78187838,104869044,10000000,,,,,,764881,5381511,16146392,121015436
806004930,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,34175,11407294,496000,310546,,,,,12248015,,12248015,18991866,22743752,,2415,,12247476,,39879108,,1008789,,,,,94873406,107121421,667266,,667266,12275234,262790,0,8912921,22118211,,22118211,,,,9727827,,,72157504,1181000,83066331,105184542,10000000,,,,,,764881,-8828002,1936879,107121421
800206930,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1025515,14105685,2691027,1296696,0,577855,2425,,19699203,,19699203,0,2152383,0,15930,10569140,17093,0,0,0,0,0,79270846,0,0,92025392,111724595,48453,0,48453,2029400,258363,907068,107413,3350697,,3350697,0,5260408,5260408,66346037,,,,,71606445,74957142,400000,117011976,0,,0,0,0,-80644523,36767453,111724595
800206930,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,16099699,1286927,4043358,1097872,0,3149565,461847,,26139268,,26139268,0,1669008,0,63723,8757076,17093,0,0,0,0,0,55604481,0,0,66111381,92250649,25264,0,25264,14386701,0,0,314603,14726568,,14726568,0,4943916,4943916,23617462,,,,,28561378,43287946,400000,112867168,0,,0,0,0,-64304465,48962703,92250649
890911327,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,686246,22542941,19696504,2331361,0,91943,0,0,45348995,0,45348995,1950937,27779648,0,172261,,,,,,,,,,,29902846,75251841,1188948,0,1188948,11422330,0,10501470,,23112748,,23112748,,,,,2774440,0,2886601,14272273,19933314,43046062,2713836,0,,,,,3393419,26098524,32205779,75251841
890911327,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,85297,18000122,17961395,2482119,0,265638,0,0,38794571,0,38794571,1950937,29244864,0,107280,,,,,,,,,,,31303081,70097652,1185950,0,1185950,9127410,0,8066609,,18379969,,18379969,,,,,7308197,0,3698996,15170000,26177193,44557162,1813836,0,,,,,3361679,20364975,25540490,70097652
900208029,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1386682,55694778,5230580,9598504,,,2109533,,74020077,,74020077,,4455247,,,,,,,,560468,,1161800,,,6177515,80197592,,,,42003404,5843471,13421229,124,61268228,,61268228,,,,700131,117339,,13204846,,14022316,75290544,1950000,,,,1667391,,975000,314657,4907048,80197592
900208029,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,3806426,44272278,3261034,8405599,,,2979287,,62724624,,62724624,,4899981,,,,,,,,1325448,,1257356,,,7482785,70207409,,,,30091379,13788570,5486348,124,49366421,,49366421,,,,762483,157925,,19886109,,20806517,70172938,3176050,1961925,,,1694683,,975000,-7773187,34471,70207409
890106527,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1601442,421646465,149593035,27082499,,,,,599923441,,599923441,,222393696,1783209,114900383,52845783,,,,,51378630,,446407,3978306,,447726414,1047649855,,,,401096662,27045702,102663858,,530806222,,530806222,,,,,41673933,,341673464,,383347397,914153619,1799999,162276184,,,,,68925658,-99505605,133496236,1047649855
890106527,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,11303900,404551264,133978657,25321479,,,,,575155300,,575155300,,214942454,1637387,103060494,52845783,,,,,5925105,,446406,1211556,,380069185,955224485,,,,328158705,23481677,198683555,,550323937,,550323937,,,,,,,214025008,,214025008,764348945,1799999,162276184,,,,,47348636,-20549279,190875540,955224485
812006227,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,10364,2301466,0,0,0,0,0,0,2311830,0,2311830,68720,170055,0,0,0,0,0,0,0,0,0,0,0,0,238775,2550605,64605,0,64605,421917,80586,115032,168119,850259,0,850259,0,1562970,1562970,0,50789,0,38750,0,1652509,2502768,100000,0,0,,0,25689676,93549,-25835388,47837,2550605
812006227,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,9864,1067011,0,0,0,0,0,0,1076875,0,1076875,93193,334411,0,0,0,39908399,0,0,0,2972,0,0,0,0,40338975,41415850,350263,0,350263,699302,31460,148237,1052041,2281303,0,2281303,0,1562986,1562986,0,41358,0,0,0,1604344,3885647,100000,0,0,,0,25689676,93549,11646978,37530203,41415850
860072134,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,42591852,135355428,43505601,2249866,,,20412847,,244115594,,244115594,,1908528151,,5920947,,76301347,,4437531,,17238749,,,22365757,,2034792482,2278908076,,55256799,55256799,281418152,14017485,131463165,,482155601,,482155601,,221423635,221423635,,,,101463113,,322886748,805042349,26733355,,,104419875,,,55676429,1287036068,1473865727,2278908076
860072134,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,80299217,178800261,55694434,3942299,,,20285537,,339021748,,339021748,,1861603951,,3963248,,83170986,,3390993,,42738316,,,2578822,,1997446316,2336468064,,42993300,42993300,319954398,70744920,35648337,,469340955,,469340955,,314124993,314124993,,,,103414845,,417539838,886880793,26733355,,,-233466792,,,152161658,1504159050,1449587271,2336468064
900163926,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,13277815,37024713,,616475,,3733611,,,54652614,,54652614,,8129,,116223,,,,,,86144,,81848,,,292344,54944958,,,,34932032,643829,,,35575861,,35575861,,197283,197283,,,,,,197283,35773144,220000,,,,,,13278848,5672966,19171814,54944958
900163926,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,13373343,89937254,,616475,,4311494,,,108238566,,108238566,,126870,,83698,,,,,,56477,,152817,,,419862,108658428,,,,85097527,863575,,,85961102,,85961102,38094,340691,378785,,,,,,378785,86339887,220000,,,,,,13278848,8819693,22318541,108658428
900397334,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,68023,9216039,,1575941,,,856617,,11716620,,11716620,,49390,,,12500,,,4676952,,2872,,,23322,,4765036,16481656,5403,,5403,2689177,241076,,3271986,6207642,,6207642,,,,,,,,37052,37052,6244694,935985,,,4746752,,,,4554225,10236962,16481656
900397334,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1159019,10785284,,1998818,,,66053,,14009174,,14009174,,0,,,12500,,,12680898,,2872,,,,,12696270,26705444,175742,,175742,12605043,250278,,174422,13205485,,13205485,,,,,,,9200000,37051,9237051,22442536,935985,,,11098726,,,-1197030,-6574773,4262908,26705444
900226833,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,625967,5012197,532189,0,0,0,267426,0,6437779,0,6437779,0,5103961,0,488065,0,7072952,0,0,0,219456,0,0,0,0,12884434,19322213,298682,4458,303140,1001929,794883,1378245,0,3478197,0,3478197,19419,0,19419,0,0,0,193079,0,212498,3690695,4041624,4001547,0,,0,0,-19791,7608138,15631518,19322213
900226833,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,269798,5044943,589394,0,0,0,258442,0,6162577,0,6162577,0,4845883,0,457522,0,8005559,0,0,0,254865,0,0,0,0,13563829,19726406,207480,1266,208746,633082,514265,124980,0,1481073,0,1481073,23537,0,23537,0,182441,0,95118,0,301096,1782169,4041624,4001547,0,,0,0,-19791,9920857,17944237,19726406
860002537,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,857350,41299243,7136189,,,,9809,,49302591,,49302591,,20724525,,24898,,21720098,,198350,,,,87688859,,,130356730,179659321,1305787,318562,1624349,4493599,4231897,3292522,1371657,15014024,,15014024,6148299,,6148299,,2203711,,,,8352010,23366034,5493,89609,,,,,48222523,107975662,156293287,179659321
860002537,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1592241,27785786,7554649,,,,14106,,36946782,,36946782,,22819100,,133159,,21720098,,149051,,,,82589965,,,127411373,164358155,1281869,21562,1303431,4922366,935232,6552777,730130,14443936,,14443936,4871832,,4871832,,3756572,,,,8628404,23072340,5493,89609,,,,,38069436,103121277,141285815,164358155
900569531,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,904737,4043846,7477796,2373986,,35712,,,14836077,,14836077,,3014095,,,,,,,,2106230,,458800,,,5579125,20415202,,,,2923031,963550,1292443,,5179024,,5179024,,,,,638676,,,,638676,5817700,5200000,14332429,,,,,,-4934927,14597502,20415202
900569531,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,575033,5800546,12245717,3195256,,46304,,,21862856,,21862856,,4209626,30537577,,8927185,34,,,,1684813,,214300,,,45573535,67436391,,,,10711687,1269346,1149075,,13130108,,13130108,,,,,,,5693882,,5693882,18823990,5200001,46914889,,,,,,-3502489,48612401,67436391
813003433,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,398648,6939675,16818866,48408,0,0,336850,,24542447,,24542447,372000,1373181,0,175848,995480,0,0,0,981508,0,0,0,3697,,3901714,28444161,127619,,127619,1724543,120945,11001501,,12974608,,12974608,,,,,0,,,11549111,11549111,24523719,1168500,,,,0,0,315061,2436881,3920442,28444161
813003433,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,158465,8090093,11158741,1543,0,0,333789,,19742631,,19742631,437569,1404383,0,176023,1025971,0,0,0,635898,0,0,0,444,,3680288,23422919,102378,,102378,1834057,56097,7091859,,9084391,,9084391,,,,,68580,,,9749891,9818471,18902862,1168500,,,,,146325,389033,2816199,4520057,23422919
800118334,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,1042812,34407295,26977028,705031,,,1322763,,64454929,,64454929,,29587981,,6387431,,2441260,,710767,,1198808,,,1404028,,41730275,106185204,1382487,2004508,3386995,14896095,,22814724,12487,41110301,,41110301,,,,,3687132,,,,3687132,44797433,1592910,15335442,,,,,822614,43636805,61387771,106185204
800118334,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,861562,34799589,30005157,1732874,,727257,629794,,68756233,,68756233,,30548414,,6546896,,1927210,,1014479,,1397335,,,1404028,,42838362,111594595,1593045,2224727,3817772,19708163,,21999100,8151,45533186,,45533186,,,,,3222733,,,,3222733,48755919,1592910,15333076,,,,,822614,45090076,62838676,111594595
860027326,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,521659,11340165,9709048,0,0,0,0,0,21570872,,21570872,,17633841,,,,,,1140081,,25128,,,391634,,19190684,40761556,560622,32814,593436,9846111,1352593,2276484,143490,14212114,,14212114,,,,,21081,,1828364,14863803,16713248,30925362,7000000,,,,,,992783,1843411,9836194,40761556
860027326,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,418095,10106718,9373195,,,,,,19898008,,19898008,,18123333,,,,,,825614,,,,363840,,,19312787,39210795,472692,51391,524083,10241682,706764,900000,184007,12556536,,12556536,,,,,12411,,1960171,14882861,16855443,29411979,7000000,,,,,,992783,1806033,9798816,39210795
830132841,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,157439,1429493,,572298,,,8487,,2167717,,2167717,44580245,11221170,,,120082545,,,494841,,,,39052,,,176417853,178585570,,,,20845884,1045396,,,21891280,,21891280,,,,,811157,,,,811157,22702437,489682,714303863,,,,21468300,741013840,-1321392552,155883133,178585570
830132841,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,2215836,372782,,150939,,,3759,,2743316,4755898,7499214,,11031991,,,114455725,,,,,,,39052,,,125526768,133025982,,,,31522685,697808,,,32220493,,32220493,,,,,1266384,,,,1266384,33486877,489682,714303863,,,,20823894,708638470,-1344716804,99539105,133025982
860069163,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,27285,1601907,,,,11692,,,1640884,,1640884,135713379,40010439,,7500,,,,,,901533,,,,,176632851,178273735,,,,8708004,1146925,2325000,,12179929,,12179929,,,,,1743634,,10017711,,11761345,23941274,144211,,,,7136277,11790746,60884486,74376741,154332461,178273735
860069163,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,1205505,2598043,,,,10255,,,3813803,,3813803,,30015800,,7500,,136435433,,,,273075,,,,,166731808,170545611,,,,16646694,1450555,,100262,18197511,,18197511,,,,,302888,,12363158,,12666046,30863557,144211,,,,8390564,5654308,37904670,87588301,139682054,170545611
860056785,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,139969,547780,,23270,,,,,711019,,711019,3294921,3872627,,,695652,,,2690825,,,,,,,10554025,11265044,36128,,36128,116322,117865,,,270315,,270315,,,,,586342,,,,586342,856657,3912042,,,,4816016,,663388,1016941,10408387,11265044
860056785,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,46934,399093,,50031,,,,,496058,,496058,3294921,4008176,,,604284,,,2479523,,579,,,,,10387483,10883541,28139,,28139,85610,104875,,,218624,,218624,,,,,783376,,,,783376,1002000,3912042,,,,4209664,,639227,1120608,9881541,10883541
830011100,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,380096,5021856,47676,158870,,,,,5608498,,5608498,,262330,,538893,2349740,,,,,75701,,,,,3226664,8835162,228094,,228094,3548301,202225,1266290,,5244910,,5244910,,,,1533051,35688,,,,1568739,6813649,331210,,,,505312,,278000,906991,2021513,8835162
830011100,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,403808,4011660,74041,168627,,,,,4658136,,4658136,,295603,,556133,2120752,,,,,48723,,,,,3021211,7679347,204044,,204044,3156089,121691,1033333,,4515157,,4515157,,,,1057581,44002,,,,1101583,5616740,331210,,,,383387,,278000,1070010,2062607,7679347
890112132,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,37234,13230119,,1197755,,,,,14465108,,14465108,,1819718,,,68924723,8143109,,,,16969866,,113732,,,95971148,110436256,,,,25979248,185967,,,26165215,,26165215,,,,,,,,,,26165215,13406178,87858760,,,,,23223000,-40216897,84271041,110436256
890112132,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,212899,17007617,,2166321,,,,,19386837,,19386837,,3080389,,,79136869,,,,,16286707,,93704,,,98597669,117984506,,,,24265929,112485,,,24378414,,24378414,,,,,,,,,,24378414,13406178,87858760,,,,,29120809,-36779655,93606092,117984506
900418536,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,117443,27177,2710272,177046,,4587791,2096589,,9716318,,9716318,,1934993,,,,,,,,639712,,2956320,,,5531025,15247343,128871,174354,303225,1873692,83159,4781492,3264107,10305675,,10305675,,,,,528798,,,535675,1064473,11370148,1500000,2030000,,,,,23819,323376,3877195,15247343
900418536,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,70290,421542,4263560,374341,,6545448,1197589,,12872770,,12872770,,1461991,,,,,,,,893439,,2821780,,,5177210,18049980,158019,368258,526277,2263666,463939,4713892,2941831,10909605,,10909605,,,,,478053,,2000000,535675,3013728,13923333,1500000,2030000,,,,,69745,526902,4126647,18049980
860002536,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,9102542,173221533,155259491,26997299,,1440895,,,366021760,,366021760,,617877309,,43813307,,196226832,,12096383,,19560316,,,,,889574147,1255595907,,96000,96000,93381094,19994091,3420741,31801186,148693112,,148693112,,8842281,8842281,,89113385,,423498488,62872888,584327042,733020154,37999152,55452477,,,,,205542239,223581885,522575753,1255595907
860002536,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,29418447,218179396,164726431,24949856,,607014,,,437881144,,437881144,,588028523,,40122182,,188344671,,15328755,,29447219,,,,,861271350,1299152494,,1029114,1029114,122648553,19982717,4928317,32273446,180862147,,180862147,,,,,85597454,,479224654,59893901,624716009,805578156,37999152,55452477,,,,,230400980,169721729,493574338,1299152494
901084632,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,31042,11461122,,,,,,,11492164,,11492164,4750000,,,,21519541,,,,,969,,,,,26270510,37762674,,,,825,3812,2897136,,2901773,,2901773,,,,,,,,,,2901773,10000,,,,,,50238348,-15387447,34860901,37762674
901084632,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,9369,4275758,,,,,,,4285127,,4285127,0,,,,50357861,,,,,1364,,,,,50359225,54644352,,,,5120,,6487500,,6492620,,6492620,,,,,,,,,,6492620,10000,,,,,,55334577,-7192845,48151732,54644352
830049139,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,178506,10312937,,158978,,,,,10650421,,10650421,88183848,,,,,,,,,,,12316555,,,100500403,111150824,,,,492375,387444,2800601,,3680420,,3680420,,,,,27601427,,8000000,,35601427,39281847,1010085,10244313,,,,,763313,59851266,71868977,111150824
830049139,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,185315,5796713,,167985,,,,,6150013,,6150013,81435476,,,,1092425,,,,,,,10228647,,,92756548,98906561,,,,2697374,354100,2990424,,6041898,,6041898,,,,,27592282,,,,27592282,33634180,1010085,10244313,,,,,331139,53686844,65272381,98906561
900113435,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,5677828,28689899,17498,5887099,,,1194792,,41467116,,41467116,,806108,,2411652,7669244,,,19881359,,506275,,1065955,,,32340593,73807709,3124825,,3124825,21006761,7260720,2391905,173433,33957644,,33957644,,120000,120000,,724336,,6293087,,7137423,41095067,1248228,4386,,,,,1693409,29766619,32712642,73807709
900113435,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,10182590,21186278,21502,1207974,,,469783,,33068127,,33068127,,489656,,2403886,5544795,,,,,825661,,4264970,,,13528968,46597095,1186964,,1186964,10131211,2617660,1301027,555405,15792267,,15792267,,330000,330000,,881060,,8720118,,9931178,25723445,1248228,4386,,,,,585649,19035387,20873650,46597095
890903436,31/12/2018,20 NIIF Plenas - Separados,Periodo Actual,4746350,49814779,13969336,,,11046,446011,,68987522,,68987522,,7557852,,1295486,,965,,979360,,12630981,,1861000,239934,,24565578,93553100,1465927,334000,1799927,27626483,1195966,122736,101262,30846374,,30846374,2622643,,2622643,,,1965015,115465,,4703123,35549497,2124149,2115359,,,18,,17158331,36605746,58003603,93553100
890903436,31/12/2018,20 NIIF Plenas - Separados,Periodo Anterior,6430356,43776982,15140508,,,2045,301267,,65651158,30000,65681158,,8179856,,1783084,,6525,,754315,,12806890,,1793000,104129,,25427799,91108957,1368857,551962,1920819,27359342,1809629,213571,126959,31430320,,31430320,2580956,,2580956,,,1525325,68491,,4174772,35605092,2124149,2115359,,,,,17374586,33889771,55503865,91108957
